    PID    PPID COMMAND           RSS
2331829     774 (udev-worker)    7304
2331724     774 (udev-worker)    7180
   3058    2728 ibus-engine-sim  7176
   2668    2410 at-spi2-registr  7140
   1273       1 boltd            7132
   2597    2552 at-spi-bus-laun  7072
  53217   25026 zsh              7072
   2800    2552 gsd-disk-utilit  7028
   4764    2531 ssh-agent        6972
   3017    2410 gvfs-goa-volume  6924
   2531    2410 gcr-ssh-agent    6920
   2776    2410 gsd-usb-protect  6760
   2861    2728 ibus-memconf     6740
   2534    2410 ssh-agent        6704
   2550    2410 gvfsd-fuse       6696
  14096    4818 zsh              6656
  25765   25026 zsh              6628
   2871    2410 ibus-portal      6616
   3007    2410 gvfsd-metadata   6596
  26850   25026 zsh              6580
   3259    2410 xdg-document-po  6548
   3042    2410 gvfs-mtp-volume  6464
   3031    2410 gvfs-gphoto2-vo  6460
1879308 1879287 zsh              6448
   6615    4818 zsh              6404
   1136       1 haveged          6372
   2753    2410 gsd-rfkill       6312
   2688    2410 xdg-permission-  6268
   2439    2410 dbus-daemon      6248
  47277   25026 zsh              6196
  28299   25026 zsh              6192
   2755    2410 gsd-screensaver  6184
   2729    2410 gsd-a11y-settin  6144
  15630    4818 zsh              6096
   6075    4818 zsh              6092
  48164   25026 zsh              6064
   2624    2410 dconf-service    6044
  12951    4818 zsh              5988
  47863   25026 zsh              5976
1879306 1879287 zsh              5976
  16068    4818 zsh              5964
   5994    4818 zsh              5884
  14494    4818 zsh              5864
   6462    4818 zsh              5856
   5898    4818 zsh              5816
   2481    2324 gdm-wayland-ses  5804
   7816    4818 zsh              5800
   5657    4818 zsh              5796
   7493    4818 zsh              5780
   5628    4818 zsh              5776
   8585    4818 zsh              5776
  10377    4818 zsh              5752
   6314    4818 zsh              5740
1879314 1879287 zsh              5732
   7234    4818 zsh              5712
  11731    4818 zsh              5680
  12522    4818 zsh              5660
   8775    4818 zsh              5656
  11109    4818 zsh              5648
 587959    2410 evinced          5644
1879322 1879287 zsh              5632
  16349    4818 zsh              5612
   1202       1 smartd           5608
   9026    4818 zsh              5592
   5823    4818 zsh              5580
   6188    4818 zsh              5564
   5766    4818 zsh              5556
  14802    4818 zsh              5540
  10876    4818 zsh              5536
   5730    4818 zsh              5532
   5692    4818 zsh              5524
   6766    4818 zsh              5524
  12110    4818 zsh              5516
   9661    4818 zsh              5508
  13259    4818 zsh              5496
   9953    4818 zsh              5492
   9378    4818 zsh              5488
   8014    4818 zsh              5472
   7022    4818 zsh              5440
  13772    4818 zsh              5416
   8347    4818 zsh              5352
  11406    4818 zsh              5324
   2441    2410 pipewire         5060
   2533    2410 gnome-session-c  4968
   2621    2597 dbus-daemon      4524
2332319 2332312 ps               4512
   2412    2410 (sd-pam)         3808
2456553    2410 bash             3548
   2444    2410 mpris-proxy      3528
  94490    2410 chrome_crashpad  3528
2331286 2331280 bash             3388
2331159 2331155 bash             3380
2331277 2331274 bash             3364
  91385    2410 chrome_crashpad  3344
2331310 2331306 bash             3340
2315094 2315093 bash             3196
  94492    2410 chrome_crashpad  3184
2332312 2332311 bash             3152
   1533       1 rtkit-daemon     3104
2278483 2276028 bash             3068
2276028   53678 bash             3056
 112340       1 uuidd            2816
   1313       1 cron             2512
2332311 2332309 sudo             2512
2315092   54145 make             2248
   4768    2410 sshfs            2128
2279980 2276028 grep             2124
2279988 2276028 sed              2088
2279979 2276028 tail             2056
2279981 2276028 sed              1972
2331393 2331286 sleep            1940
2279987 2276028 tail             1928
   3265    3259 fusermount3      1896
2331214 2331159 sleep            1860
2331401 2331310 sleep            1832
2331394 2331277 sleep            1772
2330176 2456553 sleep            1700
2331155    4818 sh               1696
2331280   25026 sh               1688
2313812    2410 xclip            1652
  94485   94475 cat              1544
2315093 2315092 sh               1532
2331274   25026 sh               1524
  94484   94475 cat              1516
2331306   25026 sh               1468
      2       0 kthreadd            0
      3       2 pool_workqueue_     0
      4       2 kworker/R-kvfre     0
      5       2 kworker/R-rcu_g     0
      6       2 kworker/R-sync_     0
      7       2 kworker/R-slub_     0
      8       2 kworker/R-netns     0
     10       2 kworker/0:0H-ev     0
     13       2 kworker/R-mm_pe     0
     14       2 rcu_tasks_kthre     0
     15       2 rcu_tasks_rude_     0
     16       2 rcu_tasks_trace     0
     17       2 ksoftirqd/0         0
     18       2 rcu_preempt         0
     19       2 rcu_exp_par_gp_     0
     20       2 rcu_exp_gp_kthr     0
     21       2 migration/0         0
     22       2 idle_inject/0       0
     23       2 cpuhp/0             0
     24       2 cpuhp/2             0
     25       2 idle_inject/2       0
     26       2 migration/2         0
     27       2 ksoftirqd/2         0
     30       2 cpuhp/4             0
     31       2 idle_inject/4       0
     32       2 migration/4         0
     33       2 ksoftirqd/4         0
     36       2 cpuhp/5             0
     37       2 idle_inject/5       0
     38       2 migration/5         0
     39       2 ksoftirqd/5         0
     42       2 cpuhp/6             0
     43       2 idle_inject/6       0
     44       2 migration/6         0
     45       2 ksoftirqd/6         0
     48       2 cpuhp/7             0
     49       2 idle_inject/7       0
     50       2 migration/7         0
     51       2 ksoftirqd/7         0
     53       2 kworker/7:0H-ev     0
     54       2 cpuhp/8             0
     55       2 idle_inject/8       0
     56       2 migration/8         0
     57       2 ksoftirqd/8         0
     60       2 cpuhp/9             0
     61       2 idle_inject/9       0
     62       2 migration/9         0
     63       2 ksoftirqd/9         0
     66       2 cpuhp/10            0
     67       2 idle_inject/10      0
     68       2 migration/10        0
     69       2 ksoftirqd/10        0
     72       2 cpuhp/11            0
     73       2 idle_inject/11      0
     74       2 migration/11        0
     75       2 ksoftirqd/11        0
     78       2 cpuhp/12            0
     79       2 idle_inject/12      0
     80       2 migration/12        0
     81       2 ksoftirqd/12        0
     83       2 kworker/12:0H-e     0
     84       2 cpuhp/13            0
     85       2 idle_inject/13      0
     86       2 migration/13        0
     87       2 ksoftirqd/13        0
     89       2 kworker/13:0H-k     0
     90       2 cpuhp/1             0
     91       2 idle_inject/1       0
     92       2 migration/1         0
     93       2 ksoftirqd/1         0
     96       2 cpuhp/3             0
     97       2 idle_inject/3       0
     98       2 migration/3         0
     99       2 ksoftirqd/3         0
    118       2 kdevtmpfs           0
    119       2 kworker/R-inet_     0
    120       2 kauditd             0
    121       2 khungtaskd          0
    122       2 oom_reaper          0
    123       2 kworker/R-write     0
    124       2 kcompactd0          0
    125       2 ksmd                0
    126       2 khugepaged          0
    127       2 kworker/R-kinte     0
    128       2 kworker/R-kbloc     0
    129       2 kworker/R-blkcg     0
    130       2 irq/9-acpi          0
    138       2 kworker/R-tpm_d     0
    139       2 kworker/R-edac-     0
    141       2 kworker/R-devfr     0
    143       2 kworker/8:1H-kb     0
    144       2 kswapd0             0
    152       2 kworker/R-kthro     0
    156       2 irq/122-pciehp      0
    157       2 irq/124-pciehp      0
    158       2 irq/125-pciehp      0
    159       2 irq/126-pciehp      0
    160       2 kworker/R-acpi_     0
    168       2 hwrng               0
    169       2 kworker/R-hfi-u     0
    170       2 kworker/R-mld       0
    171       2 kworker/R-ipv6_     0
    172       2 kworker/4:1H-kb     0
    177       2 kworker/R-kstrp     0
    181       2 kworker/u59:0-h     0
    247       2 kworker/0:1H-kb     0
    268       2 kworker/7:1H-kb     0
    282       2 kworker/6:1H-kb     0
    283       2 kworker/2:1H-kb     0
    299       2 kworker/5:1H-kb     0
    300       2 kworker/1:1H-kb     0
    301       2 kworker/3:1H-kb     0
    303       2 kworker/9:1H-kb     0
    307       2 kworker/10:1H-k     0
    312       2 kworker/11:1H-e     0
    336       2 kworker/R-crypt     0
    338       2 kworker/12:1H-k     0
    339       2 kworker/13:1H       0
    340       2 kworker/R-nvme-     0
    341       2 kworker/R-nvme-     0
    342       2 kworker/R-nvme-     0
    343       2 kworker/R-nvme-     0
    344       2 watchdogd           0
    431       2 kworker/R-USBC0     0
    435       2 kworker/R-ttm       0
    436       2 card0-crtc0         0
    437       2 card0-crtc1         0
    438       2 card0-crtc2         0
    439       2 card0-crtc3         0
    443       2 kworker/R-USBC0     0
    452       2 kworker/R-md        0
    453       2 kworker/R-md_bi     0
    459       2 kworker/R-raid5     0
    596       2 kworker/R-kdmfl     0
    597       2 kworker/R-kcryp     0
    598       2 kworker/R-kcryp     0
    600       2 dmcrypt_write/2     0
    606       2 kworker/R-kdmfl     0
    607       2 kworker/R-kdmfl     0
    648       2 jbd2/dm-1-8         0
    649       2 kworker/R-ext4-     0
    780       2 psimon              0
    849       2 irq/65-ELAN901C     0
    863       2 irq/192-SNSL002     0
    883       2 kworker/R-cfg80     0
    885       2 irq/193-mei_me      0
    886       2 irq/194-intel_v     0
    903       2 irq/16-intel-ip     0
    904       2 irq/195-iwlwifi     0
    905       2 irq/196-iwlwifi     0
    906       2 irq/197-iwlwifi     0
    907       2 irq/198-iwlwifi     0
    908       2 irq/199-iwlwifi     0
    909       2 irq/200-iwlwifi     0
    910       2 irq/201-iwlwifi     0
    911       2 irq/202-iwlwifi     0
    912       2 irq/203-iwlwifi     0
    913       2 irq/204-iwlwifi     0
    914       2 irq/205-iwlwifi     0
    915       2 irq/206-iwlwifi     0
    916       2 irq/207-iwlwifi     0
    917       2 irq/208-iwlwifi     0
    918       2 irq/209-iwlwifi     0
    919       2 irq/210-iwlwifi     0
    921       2 kworker/R-ktpac     0
    922       2 kworker/u59:1-h     0
    925       2 irq/16-processo     0
    987       2 irq/213-AudioDS     0
   1017       2 kworker/R-ext4-     0
   1309       2 kworker/R-rpcio     0
   1310       2 kworker/R-xprti     0
 416418       2 kworker/4:2H        0
 828174       2 kworker/u61:0-r     0
 924522       2 kworker/11:2H       0
1139203       2 kworker/1:2H        0
1620275       2 kworker/13:1-ev     0
1678490       2 kworker/9:0-cgr     0
1901363       2 kworker/u56:2+n     0
1952907       2 kworker/u57:2-k     0
1981171       2 kworker/1:0-eve     0
2033020       2 kworker/2:0H        0
2038962       2 kworker/3:2H        0
2048944       2 kworker/5:2H        0
2074341       2 kworker/u56:1-i     0
2087401       2 kworker/u60:1-i     0
2090916       2 kworker/6:0H        0
2105233       2 kworker/u57:12-     0
2105695       2 kworker/10:2H       0
2132224       2 kworker/u58:3-k     0
2138525       2 kworker/7:0-eve     0
2159806       2 kworker/2:2-eve     0
2162809       2 kworker/0:0-eve     0
2168608       2 kworker/5:1-eve     0
2168714       2 kworker/4:2-eve     0
2170206       2 kworker/u57:5-k     0
2171282       2 kworker/u57:7-k     0
2171294       2 kworker/u57:14-     0
2191432       2 kworker/12:2-ev     0
2199575       2 kworker/3:0-cgr     0
2211570       2 kworker/10:2-cg     0
2214695       2 kworker/u61:1-r     0
2216712       2 kworker/11:2-ev     0
2216719       2 kworker/12:1        0
2219092       2 kworker/u57:1-k     0
2219346       2 kworker/u57:9-e     0
2222273       2 kworker/u58:2-k     0
2223456       2 kworker/6:3-eve     0
2244886       2 kworker/u57:4-k     0
2246323       2 kworker/u58:5-k     0
2255504       2 kworker/0:2-eve     0
2257000       2 kworker/5:0-mm_     0
2261440       2 kworker/u60:2-r     0
2272238       2 kworker/6:1-eve     0
2274025       2 kworker/11:1-ev     0
2274207       2 kworker/1:1-eve     0
2274210       2 kworker/4:1-eve     0
2274211       2 kworker/2:1-eve     0
2274220       2 kworker/7:2-eve     0
2274231       2 kworker/9:1-mm_     0
2274449       2 kworker/3:2-cgr     0
2274633       2 kworker/8:2-eve     0
2274636       2 kworker/8:3-cgr     0
2275737       2 kworker/u57:8-k     0
2276614       2 psimon              0
2282180       2 kworker/10:1-ev     0
2293002       2 kworker/u58:0-k     0
2300371       2 kworker/13:2-ev     0
2302441       2 kworker/9:2-eve     0
2302651       2 kworker/u58:1-k     0
2313950       2 kworker/5:2-eve     0
2315970       2 kworker/2:0-eve     0
2316154       2 kworker/7:1-eve     0
2316155       2 kworker/1:2-cgr     0
2316158       2 kworker/3:1-eve     0
2316159       2 kworker/10:0-cg     0
2316160       2 kworker/10:3-ev     0
2316313       2 kworker/4:0-cgr     0
2316322       2 kworker/11:0-ev     0
2316356       2 kworker/7:3-kdm     0
2316422       2 kworker/8:0-eve     0
2316508       2 kworker/8:1-eve     0
2316594       2 kworker/6:0-eve     0
2316852       2 kworker/9:3         0
2316900       2 kworker/u57:0-e     0
2316901       2 kworker/u57:3-e     0
2318929       2 kworker/u57:6-k     0
2319279       2 kworker/u57:10-     0
2319296       2 kworker/u57:11-     0
2319486       2 kworker/u57:13-     0
2319759       2 kworker/u58:4-k     0
2319796       2 kworker/u58:6-k     0
2320001       2 kworker/u58:7-k     0
2322649       2 kworker/u58:8-k     0
2324398       2 kworker/0:1-eve     0
2324918       2 kworker/u58:9-k     0
2328663       2 kworker/u58:10-     0
2328664       2 kworker/u58:11-     0
2330716       2 kworker/u60:0       0
2331962       2 kworker/u56:0       0
2783889       2 kworker/9:0H        0
3917573       2 kworker/8:2H        0
